Feature Vector,Label
0.0,8
0.0,6
0.0,3
0.0,9
0.0,6
2.779003,1
0.0,3
0.0,7
0.0,4
0.0,7
0.0,1
0.0,9
0.0,8
0.0,3
0.0,6
0.0,5
0.0,6
0.0,4
0.0,1
0.0,3
0.0,8
0.0,5
0.0,4
0.0,6
0.0,0
0.0,4
0.0,6
0.0,1
0.0,0
0.0,0
0.0,2
0.0,0
0.0,0
0.0,1
0.0,6
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,7
0.0,7
0.0,1
0.0,0
0.0,0
0.0,6
0.0,0
0.0,2
0.0,4
0.0,7
0.0,4
0.0,5
0.0,6
0.0,2
0.0,5
0.0,6
0.0,6
0.0,3
0.0,6
0.0,5
0.0,0
0.0,3
0.0,8
0.0,5
0.0,9
0.0,2
0.0,8
0.0,9
0.0,1
0.0,7
0.0,3
0.0,1
0.0,4
0.0,7
0.0,3
0.0,8
0.0,1
0.0,3
0.0,4
0.0,7
0.0,9
0.0,3
0.0,6
0.0,5
0.0,8
0.0,6
0.0,8
0.0,2
0.0,1
0.0,7
0.0,8
0.0,0
0.0,5
0.0,6
0.0,3
0.0,6
0.0,4
0.0,9
3.4098566,7
0.0,9
0.0,1
0.0,5
0.0,3
0.0,6
0.0,6
0.0,8
0.0,3
0.0,1
0.0,4
0.0,3
0.0,9
0.0,8
0.0,5
0.0,2
0.0,4
0.0,6
0.0,4
0.0,7
0.0,1
0.0,5
0.0,2
0.0,1
0.0,5
0.0,8
0.0,5
0.0,8
0.0,3
0.0,1
0.0,2
0.0,4
0.0,5
0.0,1
10.458356,2
0.0,8
0.0,3
0.0,8
0.0,3
0.0,5
0.0,4
0.0,2
0.0,9
0.0,5
0.0,0
0.0,8
0.0,6
0.0,0
0.0,8
0.0,5
0.0,2
0.0,4
0.0,5
0.0,8
0.0,3
0.0,2
0.0,0
0.0,8
0.0,6
0.0,9
0.0,2
0.0,8
0.0,4
0.0,5
0.0,8
0.0,0
0.0,6
0.0,2
0.0,4
0.0,9
0.0,4
0.0,5
0.0,5
0.0,2
0.0,7
0.0,8
0.0,4
0.0,9
0.0,3
0.0,2
0.0,4
0.0,7
0.0,5
0.0,9
0.0,3
0.0,1
0.0,8
0.0,1
0.0,3
0.0,6
0.0,9
0.0,1
0.0,2
0.0,8
0.0,2
0.0,7
0.0,9
0.0,9
0.0,5
0.0,9
4.2814684,8
0.0,3
0.0,9
0.0,8
0.0,5
0.0,1
0.0,4
0.0,2
0.0,7
0.0,0
0.0,5
0.0,8
0.0,6
0.0,3
0.0,9
0.0,6
2.779003,1
0.0,3
0.0,7
0.0,4
0.0,7
0.0,1
0.0,9
0.0,8
0.0,3
0.0,6
0.0,5
0.0,6
0.0,4
0.0,1
0.0,3
0.0,8
0.0,5
0.0,4
0.0,6
0.0,0
0.0,4
0.0,6
0.0,1
"[[[ 0.          0.          0.         ...  0.          0.
    0.        ]
  [ 0.          0.          0.         ...  0.          0.
    0.        ]
  [ 0.          0.         15.653838   ...  0.          0.
    0.        ]
  ...
  [ 0.          0.         55.4613     ...  0.          0.
    0.        ]
  [ 0.          0.         19.204874   ...  0.          0.
    0.        ]
  [ 0.          0.          0.         ...  0.          0.
    5.988135  ]]

 [[ 0.          0.          0.         ...  0.          0.
    0.        ]
  [ 0.          0.          0.         ...  0.          0.
    0.        ]
  [ 0.          0.         10.175837   ...  0.          0.
    0.        ]
  ...
  [ 0.44602704  0.         15.537497   ...  0.          0.
    0.        ]
  [ 0.          0.         24.477646   ...  0.          0.09747618
    0.        ]
  [ 0.          0.          0.         ...  0.          3.8859932
    0.        ]]

 [[ 0.          0.          0.         ...  0.          0.
    0.        ]
  [ 0.          0.         24.830748   ... 12.448225    0.
    0.        ]
  [ 0.          0.          0.         ...  0.          0.
    0.        ]
  ...
  [20.664238    0.          0.         ...  0.          0.
    0.        ]
  [ 0.          0.         18.280247   ... 10.859225    0.
    5.7222214 ]
  [ 0.          0.          2.839509   ...  0.          0.
    4.576014  ]]

 ...

 [[ 0.          0.          0.         ...  0.          2.6072397
    0.        ]
  [ 0.          0.          0.         ...  0.          0.
    0.        ]
  [ 0.          0.          0.         ...  0.          0.
    0.        ]
  ...
  [ 0.          0.          0.         ...  0.          0.
    0.        ]
  [ 0.          0.          0.         ...  0.          0.
    0.        ]
  [ 0.          0.          0.         ...  0.          0.
    0.        ]]

 [[ 0.          0.          0.         ...  0.          0.
    0.        ]
  [ 0.          0.          1.0233426  ...  0.          0.
    0.        ]
  [ 0.          0.          0.         ...  0.          0.
    0.        ]
  ...
  [ 0.          0.          0.         ...  0.          0.
    0.        ]
  [ 0.          0.          0.         ...  0.          0.
    0.        ]
  [ 0.          0.          0.         ...  0.          0.
    0.        ]]

 [[ 0.          0.          0.         ...  0.          0.
    0.        ]
  [ 0.          0.          0.         ...  0.          0.
    0.        ]
  [ 0.          0.          0.         ...  0.          0.
    0.        ]
  ...
  [ 0.          0.          0.         ...  0.          0.
    0.        ]
  [ 0.          0.          0.         ...  0.          0.
    0.        ]
  [ 0.          0.          0.         ...  0.          0.
    0.        ]]]",0
"[[[ 0.          0.          6.729864   ...  0.          0.
    3.392753  ]
  [ 0.          0.         41.80757    ...  0.          0.
    0.        ]
  [ 0.          0.         26.732615   ...  0.          0.
    0.        ]
  ...
  [ 0.          0.          0.         ...  0.          0.
   10.600487  ]
  [ 0.          0.          4.3638797  ...  0.          0.
    0.        ]
  [ 0.          0.          0.         ...  0.         17.560278
    0.        ]]

 [[ 0.          0.          0.         ...  0.          0.
    0.        ]
  [ 0.          0.         29.236942   ...  0.          0.
    0.        ]
  [ 0.          0.         38.69334    ...  0.          0.
    0.        ]
  ...
  [ 0.          0.          0.         ...  0.          0.
    0.        ]
  [ 0.          0.          0.         ...  0.          0.
    0.        ]
  [ 0.          0.          0.         ...  0.          3.030945
    0.        ]]

 [[ 0.          0.          5.4196086  ...  0.          0.
    0.        ]
  [ 0.          0.         40.415623   ...  0.          0.
    0.        ]
  [ 0.          0.         47.12959    ...  0.          0.
    0.        ]
  ...
  [ 0.          0.          7.352853   ...  0.          0.
    0.        ]
  [ 0.          0.          4.013135   ...  0.          0.
    0.        ]
  [ 0.          0.          0.         ...  0.          0.
    0.        ]]

 ...

 [[ 0.          0.          5.028311   ...  0.          0.
    0.        ]
  [ 0.          0.          0.         ...  0.          0.
    0.        ]
  [ 0.          0.          0.         ...  0.          0.
    0.        ]
  ...
  [ 0.          0.          0.         ...  0.          0.
    0.        ]
  [ 0.          0.          0.         ...  0.          0.
    0.        ]
  [ 0.          0.          0.         ...  0.          0.97238964
    0.        ]]

 [[ 0.          0.          0.         ...  0.          0.
    0.        ]
  [ 0.          0.          0.         ...  0.          0.
    0.        ]
  [ 0.          0.          0.         ...  0.          0.
    0.        ]
  ...
  [ 0.          0.          0.         ...  0.          0.
    0.        ]
  [ 0.          0.          0.         ...  0.          0.
    0.        ]
  [ 0.          0.          0.         ...  0.          0.
    0.        ]]

 [[ 0.          0.          2.8449786  ...  0.          0.
    0.        ]
  [ 0.          0.          0.         ...  0.          0.
    0.        ]
  [ 0.          0.          0.         ...  0.          0.
    0.        ]
  ...
  [ 0.          0.          0.         ...  0.          0.
    0.        ]
  [ 0.          0.          0.         ...  0.          0.
    0.        ]
  [ 0.          0.          0.         ...  0.          0.
    0.        ]]]",0
"[[[ 0.          0.          0.         ...  0.          0.
    0.        ]
  [ 0.          0.          0.         ...  0.          0.
    5.006428  ]
  [ 0.          0.          0.         ...  0.          0.
   11.736463  ]
  ...
  [ 0.          0.          0.         ...  7.675236    6.588396
   18.89701   ]
  [ 0.          0.          0.         ... 11.5324      5.100569
    7.2709103 ]
  [ 0.          0.          0.         ...  0.          0.
    0.        ]]

 [[ 0.          0.          0.         ...  0.          0.
    0.        ]
  [ 0.          0.         20.495241   ...  0.          0.
    0.        ]
  [ 0.          0.         36.49451    ...  0.          0.
    0.        ]
  ...
  [ 0.          0.         74.80463    ...  9.297827    0.
   25.43      ]
  [ 0.          0.         65.25989    ... 26.155148    0.
    0.12022391]
  [ 0.          0.          3.292211   ...  0.          0.
    0.        ]]

 [[ 0.          0.          0.         ...  0.          0.
    0.        ]
  [ 0.          0.          0.         ...  0.          0.
    0.        ]
  [ 0.          0.         11.11041    ...  0.          0.
    0.        ]
  ...
  [ 0.          0.         62.808105   ...  1.9566108   0.
    0.        ]
  [ 0.          0.         46.99264    ...  7.325586    0.
    0.        ]
  [ 0.          0.          0.         ...  0.          0.
    0.        ]]

 ...

 [[ 0.          0.          0.         ...  0.51189846  0.
    0.        ]
  [ 0.          0.          0.         ... 37.71716     0.
    0.        ]
  [ 0.          0.          0.         ...  6.3441567   0.
    0.        ]
  ...
  [ 0.          0.          0.         ...  0.          0.
    0.        ]
  [ 0.          0.          0.         ...  0.          0.
    0.        ]
  [ 0.          0.          0.         ...  0.          0.
    0.        ]]

 [[ 0.          0.          0.         ...  0.          0.
    0.        ]
  [ 0.          0.          0.         ...  0.          0.
    0.        ]
  [ 0.          0.          0.         ...  0.          0.
    0.        ]
  ...
  [ 0.          0.          0.         ...  0.          0.
    0.        ]
  [ 0.          0.          0.         ...  0.          0.
    0.        ]
  [ 0.          0.          0.         ...  0.          0.
    0.        ]]

 [[ 0.          0.          0.         ...  0.          5.0329027
    0.        ]
  [ 0.          0.          0.         ...  0.          5.9496646
    0.        ]
  [ 0.          0.          0.         ...  0.          1.0929096
    0.        ]
  ...
  [ 0.          0.          0.         ...  0.          0.
    0.        ]
  [ 0.          0.          0.         ...  0.          0.
    0.        ]
  [ 0.          0.          0.         ...  0.          0.
    0.        ]]]",2
"[[[ 0.          0.         38.6381     ...  0.          0.
    0.        ]
  [ 0.          0.         22.69918    ...  0.          0.
    0.        ]
  [ 0.          0.          0.         ...  0.          0.
    0.        ]
  ...
  [ 0.          0.         21.631422   ...  0.          0.
    0.        ]
  [ 0.          0.         16.423288   ...  0.          0.
   20.16814   ]
  [ 0.          0.          0.         ...  0.          0.
   14.428942  ]]

 [[ 0.          0.         31.796291   ...  0.          0.
    0.        ]
  [ 0.          0.         11.902481   ...  0.          0.
    0.        ]
  [ 0.          0.          4.0296817  ...  0.          0.
    0.        ]
  ...
  [ 0.          0.          0.         ...  0.          0.
    0.        ]
  [ 0.          0.         18.322517   ... 12.180153    0.
    3.0259185 ]
  [ 0.          0.          1.346652   ...  7.2026587   0.
    0.        ]]

 [[ 0.          0.         16.568892   ...  1.3520511   0.
    0.        ]
  [ 8.884736    0.          3.698598   ...  0.          0.
    0.        ]
  [ 0.          0.         14.572546   ...  0.          0.
    0.        ]
  ...
  [ 0.          0.         45.015324   ...  0.          0.
    0.        ]
  [ 0.          0.         21.042364   ...  0.          0.
    0.        ]
  [ 0.          0.          0.         ...  0.          0.
    0.        ]]

 ...

 [[ 0.          0.          2.699246   ...  0.          0.
    0.        ]
  [ 0.          0.          0.         ...  0.          0.
    0.        ]
  [ 0.          0.          0.         ...  0.          0.
    0.        ]
  ...
  [ 0.          0.          0.         ...  0.          0.
    0.        ]
  [ 9.475917    0.          0.         ...  0.          0.
    0.        ]
  [ 0.22510028  0.          0.         ...  0.          0.
    0.        ]]

 [[ 0.          0.          0.         ...  0.          8.585822
    0.        ]
  [ 0.          0.          0.         ...  0.          0.
    0.        ]
  [ 0.          0.          0.         ...  0.          0.
    0.        ]
  ...
  [ 0.          0.         12.987949   ...  0.          0.
    0.        ]
  [33.198803    0.         36.155365   ...  0.          0.
   18.216385  ]
  [36.36612     0.         25.624266   ...  0.          0.
    4.4362307 ]]

 [[ 0.          0.          0.         ...  0.         20.795174
    0.        ]
  [ 0.          0.          0.         ...  0.          9.208299
    0.        ]
  [ 0.          0.          0.         ...  0.          0.
    0.        ]
  ...
  [ 0.          0.         14.056249   ...  0.          0.
    0.        ]
  [14.401315    0.         34.802227   ...  0.          0.
    0.        ]
  [ 0.          0.         32.876354   ...  0.          0.
    0.        ]]]",0
"[[[ 0.         0.         0.        ...  0.         0.         0.       ]
  [ 0.         0.        10.205347  ...  0.         0.         0.       ]
  [ 0.         0.        24.899643  ...  0.         0.         0.       ]
  ...
  [ 0.         0.        22.470205  ...  0.         3.325424   0.       ]
  [ 0.         0.        11.968054  ...  0.         0.         0.       ]
  [ 0.         0.         0.        ...  0.        14.66157    0.       ]]

 [[ 0.         0.         0.        ...  0.         0.         0.       ]
  [ 0.         0.         0.        ...  0.         0.         0.       ]
  [ 0.         0.         0.        ...  0.         0.         0.       ]
  ...
  [ 0.         0.        20.95542   ...  0.         0.         0.       ]
  [ 0.         0.        31.520569  ...  0.         0.         0.       ]
  [ 0.         0.         0.        ...  0.         7.6058006  5.944241 ]]

 [[ 0.         0.        33.445705  ...  0.         0.        22.355137 ]
  [ 0.         0.         0.        ...  0.         0.         7.0087504]
  [ 0.         0.         0.        ...  0.         0.         0.       ]
  ...
  [ 0.         0.         0.        ...  0.         0.         0.       ]
  [ 0.         0.        43.347137  ...  0.         0.         0.       ]
  [ 0.         0.        31.653097  ...  0.         0.         4.105064 ]]

 ...

 [[ 0.         0.         0.        ...  0.         0.         2.0471098]
  [ 0.         0.         0.        ...  0.         0.        23.21156  ]
  [ 0.         0.        12.905641  ...  0.         0.         0.       ]
  ...
  [ 0.         0.         0.        ...  0.         0.         0.       ]
  [ 0.         0.         0.        ...  0.         0.         0.       ]
  [ 0.         0.         7.7378035 ...  0.         0.         0.       ]]

 [[ 0.         0.         0.        ...  0.         0.        10.011836 ]
  [ 0.         0.         0.        ...  0.         0.         0.       ]
  [ 0.         0.        13.0221405 ...  0.         0.         0.       ]
  ...
  [ 0.         0.         0.        ...  0.         0.         0.       ]
  [ 0.         0.         0.        ...  0.         0.         0.       ]
  [ 0.         0.         0.        ...  0.         0.         0.       ]]

 [[ 0.         0.         0.        ...  0.        19.081083  40.915348 ]
  [ 0.         0.         6.312808  ...  0.         0.        29.930042 ]
  [ 0.         0.        27.226564  ...  0.         0.         0.       ]
  ...
  [29.068748   0.         0.        ...  0.         0.         0.       ]
  [ 0.         0.         0.        ...  0.         0.         0.       ]
  [ 0.         0.         6.0977216 ...  0.         0.         0.       ]]]",0
"[[[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 0.0000000e+00
   6.1408744e+00 0.0000000e+00]
  [0.0000000e+00 0.0000000e+00 2.0090946e+01 ... 1.0002182e+01
   0.0000000e+00 0.0000000e+00]
  [0.0000000e+00 0.0000000e+00 1.7487265e+01 ... 0.0000000e+00
   3.0346320e+00 0.0000000e+00]
  ...
  [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.1670575e+01
   0.0000000e+00 1.6058064e+01]
  [0.0000000e+00 0.0000000e+00 7.4908938e+00 ... 0.0000000e+00
   0.0000000e+00 8.9442456e-01]
  [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 0.0000000e+00
   0.0000000e+00 5.8099275e+00]]

 [[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 0.0000000e+00
   0.0000000e+00 0.0000000e+00]
  [0.0000000e+00 0.0000000e+00 2.5344183e+01 ... 0.0000000e+00
   0.0000000e+00 0.0000000e+00]
  [0.0000000e+00 0.0000000e+00 3.5649094e+01 ... 0.0000000e+00
   0.0000000e+00 0.0000000e+00]
  ...
  [0.0000000e+00 0.0000000e+00 3.4435749e+01 ... 0.0000000e+00
   0.0000000e+00 1.7482677e+01]
  [0.0000000e+00 0.0000000e+00 3.5911499e+01 ... 0.0000000e+00
   0.0000000e+00 0.0000000e+00]
  [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 0.0000000e+00
   0.0000000e+00 0.0000000e+00]]

 [[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 0.0000000e+00
   0.0000000e+00 0.0000000e+00]
  [0.0000000e+00 0.0000000e+00 2.8133597e+00 ... 1.0346383e+01
   0.0000000e+00 0.0000000e+00]
  [0.0000000e+00 2.1705220e+00 2.1000273e+01 ... 2.8039871e+01
   0.0000000e+00 0.0000000e+00]
  ...
  [0.0000000e+00 0.0000000e+00 1.8991615e+01 ... 1.3880547e+01
   0.0000000e+00 0.0000000e+00]
  [0.0000000e+00 0.0000000e+00 4.9264717e+00 ... 0.0000000e+00
   0.0000000e+00 0.0000000e+00]
  [8.3168383e+00 0.0000000e+00 0.0000000e+00 ... 0.0000000e+00
   0.0000000e+00 0.0000000e+00]]

 ...

 [[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 0.0000000e+00
   0.0000000e+00 0.0000000e+00]
  [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 0.0000000e+00
   0.0000000e+00 0.0000000e+00]
  [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 0.0000000e+00
   0.0000000e+00 0.0000000e+00]
  ...
  [0.0000000e+00 0.0000000e+00 9.5018044e+00 ... 0.0000000e+00
   0.0000000e+00 0.0000000e+00]
  [0.0000000e+00 0.0000000e+00 3.2257569e+00 ... 0.0000000e+00
   0.0000000e+00 0.0000000e+00]
  [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 0.0000000e+00
   3.5217831e+00 0.0000000e+00]]

 [[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 0.0000000e+00
   0.0000000e+00 0.0000000e+00]
  [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 0.0000000e+00
   0.0000000e+00 0.0000000e+00]
  [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 0.0000000e+00
   0.0000000e+00 0.0000000e+00]
  ...
  [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 0.0000000e+00
   0.0000000e+00 0.0000000e+00]
  [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 0.0000000e+00
   0.0000000e+00 0.0000000e+00]
  [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 0.0000000e+00
   7.1525192e-01 0.0000000e+00]]

 [[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 0.0000000e+00
   0.0000000e+00 0.0000000e+00]
  [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 0.0000000e+00
   0.0000000e+00 0.0000000e+00]
  [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 0.0000000e+00
   0.0000000e+00 0.0000000e+00]
  ...
  [4.7339430e+00 0.0000000e+00 8.3181297e+01 ... 0.0000000e+00
   0.0000000e+00 0.0000000e+00]
  [5.3089771e+00 0.0000000e+00 4.7356209e+01 ... 0.0000000e+00
   0.0000000e+00 0.0000000e+00]
  [6.2118411e-02 0.0000000e+00 0.0000000e+00 ... 0.0000000e+00
   0.0000000e+00 0.0000000e+00]]]",1
"[[[ 0.         0.         0.        ...  0.         0.        15.214881 ]
  [ 0.         0.         0.        ...  0.         0.         7.2171993]
  [ 0.         0.         0.        ...  0.         0.         0.       ]
  ...
  [10.641963   0.        58.890778  ...  0.         0.         0.       ]
  [ 0.         0.        18.170172  ...  0.         0.         0.       ]
  [ 0.         0.         0.        ...  0.         4.0518284  0.       ]]

 [[ 0.         0.         0.        ...  0.         0.         0.       ]
  [ 0.         0.         0.        ...  0.         0.         0.       ]
  [21.086258   0.         0.        ...  0.         0.         0.       ]
  ...
  [34.922054   0.         6.4385457 ...  0.         0.         0.       ]
  [ 0.         0.         0.        ...  0.         0.         0.       ]
  [ 0.         0.         0.        ...  0.         0.         0.       ]]

 [[ 0.         0.         0.        ...  0.         0.         0.       ]
  [ 0.         0.         1.1873147 ...  0.         0.         0.       ]
  [ 2.339215   0.         0.        ...  0.         0.         0.       ]
  ...
  [17.475393   0.         0.        ...  0.         0.         0.       ]
  [ 0.         0.         0.        ...  0.         0.         0.       ]
  [ 0.         0.         0.        ...  0.         0.         0.       ]]

 ...

 [[ 0.         0.         0.        ...  0.         0.         0.       ]
  [ 0.         0.         0.        ...  0.         0.         0.       ]
  [ 0.         0.         0.        ...  0.         0.         0.       ]
  ...
  [ 0.         0.         0.        ...  0.         0.         0.       ]
  [ 0.         0.         0.        ...  0.         0.         0.       ]
  [ 0.         0.         0.        ...  0.         0.         0.       ]]

 [[ 0.         0.         0.        ...  0.         5.460485   0.       ]
  [ 0.         0.         0.        ...  0.         0.         0.       ]
  [ 0.         0.         0.        ...  0.         0.         0.       ]
  ...
  [ 0.         0.         0.        ...  0.         0.         0.       ]
  [ 0.         0.         0.        ...  0.         0.         0.       ]
  [ 0.         0.         0.        ...  0.         0.         0.       ]]

 [[ 0.         0.         2.918359  ...  0.         0.        17.218075 ]
  [ 0.         0.         3.6630595 ...  0.         2.1427    10.274439 ]
  [ 0.         0.         0.        ...  0.         8.726392   0.       ]
  ...
  [ 0.         0.         0.        ...  0.         0.         0.       ]
  [ 0.         0.         0.        ...  0.         0.         0.       ]
  [ 0.         0.         0.        ...  0.         0.         0.       ]]]",6
"[[[ 0.          0.          4.674154   ... 14.4428215   0.
    0.        ]
  [ 0.          0.         10.721434   ...  0.          0.
    0.        ]
  [ 0.          0.          6.7523055  ...  0.          0.
    0.        ]
  ...
  [ 0.          0.         40.614174   ...  0.          0.
   14.795835  ]
  [ 0.          0.         26.528624   ...  0.          0.
   13.402972  ]
  [ 0.          0.          0.         ...  0.          0.
    0.        ]]

 [[ 0.          0.          0.         ...  0.          0.
    0.        ]
  [ 0.          0.          0.         ...  0.          0.
    0.        ]
  [ 0.          0.          8.660334   ...  0.          0.
    0.        ]
  ...
  [ 5.9459734   0.         62.465633   ...  1.2203094   0.
    0.        ]
  [ 0.          0.         47.50903    ...  0.          0.
    7.085518  ]
  [ 0.          0.         17.401546   ...  0.          0.
    0.2656019 ]]

 [[ 0.          0.          0.         ...  0.          0.
    0.        ]
  [ 0.          0.          0.         ...  0.          0.
    0.        ]
  [ 0.          0.          0.         ...  0.          0.
    0.        ]
  ...
  [10.627923    0.         16.489498   ...  0.          0.
    0.        ]
  [16.81074     0.         28.546741   ...  0.          0.
    0.        ]
  [ 0.          0.         32.409588   ...  0.          0.
    0.        ]]

 ...

 [[ 0.          0.          0.         ...  0.          0.
    0.        ]
  [ 5.4373207   0.          0.         ...  0.          0.
    0.        ]
  [ 0.          0.          5.226614   ...  0.          0.
    0.        ]
  ...
  [ 0.          0.         49.631645   ...  0.          0.
    0.        ]
  [ 0.          0.         39.029587   ...  0.18630245  0.
    0.        ]
  [ 0.          0.          0.         ...  0.          0.
    0.        ]]

 [[ 0.          0.          0.         ...  0.          0.
    0.        ]
  [ 0.          0.          0.         ...  0.          0.
    0.        ]
  [ 0.          0.         19.718998   ...  0.          0.
    0.        ]
  ...
  [ 0.          0.         51.701797   ...  0.          0.
    0.        ]
  [ 0.          0.          1.154098   ...  2.8396814   0.
    0.        ]
  [ 0.          0.          0.         ...  0.          0.
    0.        ]]

 [[ 0.          0.          0.         ...  0.          6.5782228
    0.        ]
  [ 6.5974045   0.         17.314775   ...  0.          0.
    0.        ]
  [ 0.          0.         14.716444   ...  0.          0.
    0.        ]
  ...
  [ 0.          7.434177    0.         ...  0.         37.586033
    0.        ]
  [ 0.          0.          8.061593   ...  0.         28.497778
    0.        ]
  [ 0.          0.          0.         ...  0.          0.
    0.        ]]]",0
"[[[  0.           0.         150.4498     ...   0.           0.
    20.26217   ]
  [  0.           0.          53.54455    ...   7.748399     0.
     8.760064  ]
  [  0.           0.         116.487175   ...   0.89732426   0.
     0.        ]
  ...
  [  0.           0.          38.858505   ...   0.           0.
    14.011036  ]
  [  0.           0.           0.         ...   0.           0.
     0.        ]
  [  0.           0.           0.         ...   0.           0.47079107
     0.        ]]

 [[  0.           0.         101.575424   ...   0.           0.
    30.982788  ]
  [ 21.731882     0.         146.47601    ...   8.872366     0.
     6.4062686 ]
  [ 45.62866      0.         172.33337    ...   0.           0.
     0.        ]
  ...
  [  0.           0.          50.44655    ...   0.           0.
     0.        ]
  [  0.           0.           0.         ...   0.           0.
     0.        ]
  [  0.           0.           0.         ...   0.           0.
     0.        ]]

 [[  0.           0.          21.119282   ...   0.           0.
    17.46192   ]
  [ 71.46319      0.         117.49569    ...   0.           0.
     0.        ]
  [111.69067      0.         128.35135    ...   0.           0.
     0.        ]
  ...
  [  0.           0.          51.232605   ...  20.869274    15.14879
     0.        ]
  [  0.           0.           0.         ...   0.          18.743553
     0.        ]
  [  0.           0.           0.         ...   0.           0.
     0.        ]]

 ...

 [[  0.           0.          28.93885    ...   0.           0.
    22.084593  ]
  [  0.           0.          36.598267   ...   4.52308      0.
     0.        ]
  [  0.           0.          35.283558   ...   0.           0.
     4.392156  ]
  ...
  [  0.           0.          92.49238    ...  48.755035     0.
     0.        ]
  [  0.           0.          38.779972   ...   0.           0.
     0.        ]
  [  0.           0.           0.         ...   0.           4.588144
     0.        ]]

 [[  0.           0.           0.8209743  ...   0.           0.
     0.        ]
  [  0.           0.           2.5264907  ...   0.           0.
     0.        ]
  [  0.           0.           0.8611426  ...   0.           0.
     0.        ]
  ...
  [  0.           0.          17.837091   ...   0.           0.
     0.        ]
  [  0.           0.           0.         ...   0.           0.
     0.        ]
  [  0.           0.           0.         ...   0.           0.
     0.        ]]

 [[  0.           0.           0.         ...   0.           0.
     2.6358216 ]
  [  0.           0.           0.         ...   0.           0.
     0.        ]
  [  0.           0.           0.         ...   0.           0.
     0.        ]
  ...
  [  0.           0.           0.         ...   0.           0.
     0.        ]
  [  0.           0.           0.         ...   0.           0.
     0.        ]
  [  0.           0.           0.         ...   0.           0.
     0.        ]]]",0
